mu,expected_return,risk_mad,objective_value,weight_SHY,weight_XLB,weight_XLE,weight_XLF,weight_XLI,weight_XLK,weight_XLP,weight_XLU,weight_XLV
3.4705958281810667,1.026221114183623,0.04426181074444445,3.5173369069325635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.678379771828632,1.026221114183623,0.04426181074444445,3.7305691770920353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.898603702549072,1.026221114183623,0.04426181074444445,3.956567624645862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.132012400115337,1.026221114183623,0.04426181074444445,4.196096558322463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.379395234130494,1.026221114183623,0.04426181074444445,4.4499660458754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.641588833612779,1.026221114183623,0.04426181074444445,4.719034653667925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.919479916408219,1.026221114183623,0.04426181074444445,5.004212350275954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.214008287999684,1.026221114183623,0.04426181074444445,5.3064635839292364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.52617001985409,1.026221114183623,0.04426181074444445,5.626810544198355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.857020818056667,1.026221114183623,0.04426181074444445,5.966336618958344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.207679593624761,1.026221114183623,0.04426181074444445,6.326190058320098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.579332246575679,1.026221114183623,0.04426181074444445,6.7075878579206885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.97323567654597,1.026221114183623,0.04426181074444445,7.111819874705551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.390722033525779,1.026221114183623,0.04426181074444445,7.540253189121833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.83320322308388,1.026221114183623,0.04426181074444445,7.994336728475442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.302175681319744,1.026221114183623,0.04426181074444445,8.475606167087683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.79922543569107,1.026221114183623,0.04426181074444445,8.985689119823322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.326033468832199,1.026221114183623,0.04426181074444445,9.526310646554293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.88438140350333,1.026221114183623,0.04426181074444445,10.099299086174627,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.476157527896651,1.026221114183623,0.04426181074444445,10.706592239896807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.103363181676379,1.026221114183623,0.04426181074444445,11.350243924740907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.768119524349979,1.026221114183623,0.04426181074444445,12.032430919380039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12.472674708860454,1.026221114183623,0.04426181074444445,12.755460325832226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.219411484660288,1.026221114183623,0.04426181074444445,13.52177737189542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.010855255980173,1.026221114183623,0.04426181074444445,14.333973680713001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.84968262254465,1.026221114183623,0.04426181074444445,15.194796035436513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.738730431619029,1.026221114183623,0.04426181074444445,16.10715566862733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16.68100537200059,1.026221114183623,0.04426181074444445,17.074138107813003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.6796941424003,1.026221114183623,0.04426181074444445,18.099013610495266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18.73817422860383,1.026221114183623,0.04426181074444445,19.18524822390023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19.86002532585912,1.026221114183623,0.04426181074444445,20.336515506873674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.049041445120196,1.026221114183623,0.04426181074444445,21.556708953564062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.309243744089834,1.026221114183623,0.04426181074444445,22.849955160909445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23.644894126454073,1.026221114183623,0.04426181074444445,24.220627784459058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25.0605096553008,1.026221114183623,0.04426181074444445,25.673362329727787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26.560877829466868,1.026221114183623,0.04426181074444445,27.213071829106138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28.1510727744773,1.026221114183623,0.04426181074444445,28.844963457343905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29.836472402833405,1.026221114183623,0.04426181074444445,30.574556141800173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31.622776601683793,1.026221114183623,0.04426181074444445,32.4076992270153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
